feature,raw_contribution,contribution
volume_ratio_20d,-20.62183606629705,0.9735549107298547
atr_14,-0.3332698442152519,0.01573363750884443
return_1d,-0.07956734982918383,0.003756366984536495
volatility_20,0.06409581424305086,0.003025957267477963
range_pct,0.03924394846107047,0.0018527030579564173
moving_average_gap,-0.02248724911130233,0.0010616208823856232
rsi_14,0.015309066050256356,0.0007227395457901651
momentum_10,0.0035659302979266427,0.00016834722871939881
oc_change,-0.0026205686247037343,0.00012371679443493023
