feature,raw_contribution,contribution
volume_ratio_20d,-0.3654375901302971,0.8978664795053259
return_1d,-0.014625703043965222,0.03593480489429996
rsi_14,0.009955740278041419,0.02446088118939062
momentum_10,0.005421108716828419,0.013319461188595514
range_pct,-0.004747619304131719,0.011664722912364851
atr_14,-0.0035559420641316903,0.008736816541802504
moving_average_gap,-0.0013370972797106073,0.0032851979646151327
volatility_20,-0.0013357276112734098,0.00328183274053581
oc_change,0.0005900794267580031,0.0014498030630697406
