mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,directional_accuracy_mean,directional_accuracy_std,balanced_directional_accuracy_mean,balanced_directional_accuracy_std,interval_95_coverage_mean,interval_95_coverage_std
0.11440689006656792,0.014581429102694752,0.15230425804176725,0.020551823966118352,0.017838735838435996,0.0012848476421352278,0.3980311355311355,0.01874118797313059,0.3897691209094884,0.025391126599135217,0.9952380952380953,0.0038880789567986816
