mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,directional_accuracy_mean,directional_accuracy_std,balanced_directional_accuracy_mean,balanced_directional_accuracy_std,interval_95_coverage_mean,interval_95_coverage_std
0.2056306886796988,0.04595247523947335,0.2864181536626098,0.060076315615877285,0.009983532718086977,0.001842798133398782,0.45661705319026186,0.017583083549262173,0.3755793139964482,0.024663054153281253,0.9597832328452484,0.022233975644989554
