mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,directional_accuracy_mean,directional_accuracy_std,balanced_directional_accuracy_mean,balanced_directional_accuracy_std,interval_95_coverage_mean,interval_95_coverage_std
0.11166653096910324,0.01440031884081291,0.1487505820657554,0.02276771169314605,0.017400834719633752,0.0007069583565189272,0.41372784510681665,0.022965769874906984,0.4060611240679719,0.02786476304158585,0.9875896544229515,0.010957776576289617
