feature,raw_contribution,contribution
volume_ratio_20d,-35.29423637136426,0.9697470126847406
atr_14,-0.5143607794688391,0.014132614291006425
moving_average_gap,0.2410523494277394,0.006623171933756525
volatility_20,-0.11498859365073415,0.00315943498571035
return_1d,-0.10438952040248745,0.002868214076110127
range_pct,-0.0639127908962854,0.0017560725040733191
rsi_14,0.057277167724030444,0.001573751637830785
oc_change,0.004993614618425275,0.00013720491945947653
momentum_10,9.182415982370689e-05,2.522967312407217e-06
