split,model,mae,rmse,mape,mape_pct
validation,scenario_lstm_forecast,0.19001719670266098,0.24695580818807683,0.03136343708244444,3.136343708244444
validation,naive_random_walk_forecast,0.13074536945508872,0.19961142331843046,0.02109705235508128,2.109705235508128
validation,moving_average_drift_forecast,0.14130625255099213,0.20664871567380114,0.022717156272486057,2.271715627248606
validation,ensemble_forecast,0.14193525550539432,0.20357869513925703,0.023013484121387467,2.3013484121387466
test,scenario_lstm_forecast,0.15296053590241426,0.19790274180075212,0.02365562062858346,2.365562062858346
test,naive_random_walk_forecast,0.10341619349414516,0.1474419684082709,0.016152282011902393,1.6152282011902392
test,moving_average_drift_forecast,0.11133710704534196,0.1509400461834915,0.017355161784831256,1.7355161784831257
test,ensemble_forecast,0.11167915940046175,0.1505052473883626,0.01740207023822785,1.740207023822785
