split,model,mae,rmse,mape,mape_pct
validation,scenario_lstm_forecast,0.24770191861063331,0.3534992979654893,0.01674275692599884,1.674275692599884
validation,naive_random_walk_forecast,0.1525310517036,0.2393460904476118,0.010234447731983199,1.0234447731983198
validation,moving_average_drift_forecast,0.16026709674066933,0.2461048049880659,0.010723836085016428,1.072383608501643
validation,ensemble_forecast,0.1590571758448937,0.24478996067113074,0.010701123472435757,1.0701123472435756
test,scenario_lstm_forecast,0.3654380838676522,0.488811756712077,0.017314057158621783,1.7314057158621783
test,naive_random_walk_forecast,0.19154549424001455,0.27435176284885987,0.009254099883689046,0.9254099883689045
test,moving_average_drift_forecast,0.20055675816490318,0.2815962254448757,0.009673068720916837,0.9673068720916836
test,ensemble_forecast,0.20282644560245117,0.28784695317146786,0.009775972572475432,0.9775972572475432
