date,scenario_lstm_close,naive_random_walk_close,moving_average_drift_close,ensemble_predicted_close,predicted_close,fair_value_anchor,lower_80,upper_80,lower_95,upper_95,forecast_step
2026-08-31,19.896157990910808,19.899999618530273,19.89501276445792,19.897229720154282,19.897229720154282,19.92696961400159,19.667285442858844,20.12717399744972,19.149197320455205,20.64526211985336,1
2026-09-01,19.892447512808648,19.899999618530273,19.890027160069693,19.894491739499713,19.894491739499713,19.92746971005198,19.569301423958425,20.219682055041,18.836614174750785,20.95236930424864,2
2026-09-02,19.88886421946451,19.899999618530273,19.885042805052418,19.891784725555116,19.891784725555116,19.927969818653,19.493509554369712,20.29005989674052,18.596154603568646,21.187414847541586,3
2026-09-03,19.885404265988477,19.899999618530273,19.88005969909301,19.889107756058156,19.889107756058156,19.92846993980497,19.42921920146728,20.34899631064903,18.393042956660004,21.385172555456307,4
2026-09-04,19.882063923735913,19.899999618530273,19.875077841878465,19.88645993662644,19.88645993662644,19.9289700735082,19.37228890155678,20.400630971696103,18.213808641527013,21.55911123172587,5
2026-09-07,19.878839576792934,19.899999618530273,19.870097233095855,19.883840399914597,19.883840399914597,19.929470219763008,19.320594251267732,20.44708654856146,18.051542709582222,21.71613809024697,6
2026-09-08,19.875727718568136,19.899999618530273,19.865117872432318,19.881248304796816,19.881248304796816,19.929970378569706,19.272872931670612,20.48962367792302,17.902140602574192,21.86035600701944,7
2026-09-09,19.872724948487374,19.899999618530273,19.860139759575087,19.878682835574192,19.878682835574192,19.93047054992861,19.228302204491616,20.52906346665677,17.76292770607634,21.994437965072045,8
2026-09-10,19.869827968788467,19.899999618530273,19.855162894211468,19.87614320120593,19.87614320120593,19.930970733840038,19.186310369319617,20.565976033092245,17.6320460021087,22.12024040030316,9
2026-09-11,19.867033581412816,19.899999618530273,19.85018727602884,19.873628634563858,19.873628634563858,19.931470930304304,19.14648098338893,20.600776285738785,17.50814248791332,22.239114781214393,10
2026-09-14,19.86433868499099,19.899999618530273,19.84521290471467,19.871138391709465,19.871138391709465,19.93197113932172,19.10849950123106,20.63377728218787,17.390195590878466,22.352081192540464,11
2026-09-15,19.86174027191945,19.899999618530273,19.840239779956498,19.868671751192778,19.868671751192778,19.932471360892606,19.072121408821967,20.66522209356359,17.277411507219835,22.45993199516572,12
2026-09-16,19.859235425525675,19.899999618530273,19.835267901441938,19.866228013372456,19.866228013372456,19.93297159501727,19.037152131084245,20.69530389566067,17.169158840549063,22.56329718619585,13
2026-09-17,19.856821317318957,19.899999618530273,19.830297268858693,19.86380649975645,19.86380649975645,19.933471841696033,19.00343379606758,20.72417920344532,17.06492554587616,22.66268745363674,14
2026-09-18,19.854495204324362,19.899999618530273,19.82532788189453,19.861406552362567,19.861406552362567,19.933972100929207,18.970836195841635,20.7519769088835,16.964289525904473,22.75852357882066,15
2026-09-21,19.852254426497254,19.899999618530273,19.820359740237308,19.859027533098377,19.859027533098377,19.93447237271711,18.939250423916626,20.77880464228013,16.86689793430207,22.851157131894684,16
2026-09-22,19.85009640421601,19.899999618530273,19.815392843574955,19.856668823159893,19.856668823159893,19.934972657060055,18.908584279864485,20.8047533664553,16.772452227816352,22.940885418503434,17
2026-09-23,19.848018635850543,19.899999618530273,19.810427191595483,19.854329822448392,19.854329822448392,19.935472953958357,18.878758875824527,20.829900769072257,16.680697128201615,23.02796251669517,18
2026-09-24,19.846018695404315,19.899999618530273,19.805462783986982,19.852009949004895,19.852009949004895,19.93597326341233,18.849706081628586,20.854313816381204,16.591412312222396,23.112607585787394,19
