mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,directional_accuracy_mean,directional_accuracy_std,balanced_directional_accuracy_mean,balanced_directional_accuracy_std,interval_95_coverage_mean,interval_95_coverage_std
0.20283780502223644,0.04197904291306446,0.2840823745624888,0.04646195658847053,0.009776466514356917,0.001458155660207585,0.4309524301466284,0.05180684231084243,0.3640984412513864,0.025650304901081382,0.8927327574386398,0.05047007066797035
