liquidity_threshold,prediction_band_threshold,f0_5_score,target_positive_rate,positive_rate_gap,positive_rate_over_cap,accuracy,precision,recall,f1_score,predicted_positive_rate,tn,fp,fn,tp,support_positive,support_negative,predicted_positive_count
2.5658329770229638,1.05,0.5118110236220472,0.07287499104984535,0.015473178361023597,0.0,0.8670694864048338,0.6842105263157895,0.2549019607843137,0.37142857142857144,0.05740181268882175,274,6,38,13,51,280,19
2.5658329770229638,1.0663580789887335,0.5118110236220472,0.07287499104984535,0.015473178361023597,0.0,0.8670694864048338,0.6842105263157895,0.2549019607843137,0.37142857142857144,0.05740181268882175,274,6,38,13,51,280,19
2.5658329770229638,1.0666327999322665,0.5118110236220472,0.07287499104984535,0.015473178361023597,0.0,0.8670694864048338,0.6842105263157895,0.2549019607843137,0.37142857142857144,0.05740181268882175,274,6,38,13,51,280,19
2.5658329770229638,1.079621902100947,0.5118110236220472,0.07287499104984535,0.015473178361023597,0.0,0.8670694864048338,0.6842105263157895,0.2549019607843137,0.37142857142857144,0.05740181268882175,274,6,38,13,51,280,19
2.050526468848763,1.05,0.5035971223021583,0.07287499104984535,0.006409734252262267,0.0,0.8640483383685801,0.6363636363636364,0.27450980392156865,0.3835616438356164,0.06646525679758308,272,8,37,14,51,280,22
2.050526468848763,1.0663580789887335,0.5035971223021583,0.07287499104984535,0.006409734252262267,0.0,0.8640483383685801,0.6363636363636364,0.27450980392156865,0.3835616438356164,0.06646525679758308,272,8,37,14,51,280,22
2.050526468848763,1.0666327999322665,0.5035971223021583,0.07287499104984535,0.006409734252262267,0.0,0.8640483383685801,0.6363636363636364,0.27450980392156865,0.3835616438356164,0.06646525679758308,272,8,37,14,51,280,22
2.050526468848763,1.079621902100947,0.5035971223021583,0.07287499104984535,0.006409734252262267,0.0,0.8640483383685801,0.6363636363636364,0.27450980392156865,0.3835616438356164,0.06646525679758308,272,8,37,14,51,280,22
1.00619091219925,1.05,0.4966887417218543,0.07287499104984535,0.0026537098564990563,0.0,0.8610271903323263,0.6,0.29411764705882354,0.39473684210526316,0.0755287009063444,270,10,36,15,51,280,25
1.00619091219925,1.0663580789887335,0.4966887417218543,0.07287499104984535,0.0026537098564990563,0.0,0.8610271903323263,0.6,0.29411764705882354,0.39473684210526316,0.0755287009063444,270,10,36,15,51,280,25
1.00619091219925,1.0666327999322665,0.4966887417218543,0.07287499104984535,0.0026537098564990563,0.0,0.8610271903323263,0.6,0.29411764705882354,0.39473684210526316,0.0755287009063444,270,10,36,15,51,280,25
1.00619091219925,1.079621902100947,0.4966887417218543,0.07287499104984535,0.0026537098564990563,0.0,0.8610271903323263,0.6,0.29411764705882354,0.39473684210526316,0.0755287009063444,270,10,36,15,51,280,25
1.467277398098807,1.05,0.48951048951048953,0.07287499104984535,0.003388586216008488,0.0,0.8610271903323263,0.6086956521739131,0.27450980392156865,0.3783783783783784,0.06948640483383686,271,9,37,14,51,280,23
1.467277398098807,1.0663580789887335,0.48951048951048953,0.07287499104984535,0.003388586216008488,0.0,0.8610271903323263,0.6086956521739131,0.27450980392156865,0.3783783783783784,0.06948640483383686,271,9,37,14,51,280,23
1.467277398098807,1.0666327999322665,0.48951048951048953,0.07287499104984535,0.003388586216008488,0.0,0.8610271903323263,0.6086956521739131,0.27450980392156865,0.3783783783783784,0.06948640483383686,271,9,37,14,51,280,23
